"관리번호","자치구","와이파이명","도로명주소","상세주소","설치위치(층)","설치유형","설치기관","서비스구분","망종류","설치년도","실내외구분","wifi접속환경","X좌표","Y좌표","작업일자"
"GS180116","강서구","방화1동","방화동로10길 17","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81336","37.56568","2022-03-06 10:57:52.0"
"GS180117","강서구","방화1동","방화1동 608-89","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81528","37.565895","2022-03-06 10:57:52.0"
"GS180118","강서구","방화1동","방화대로25길 13","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81567","37.565083","2022-03-06 10:57:52.0"
"GS180119","강서구","방화1동","방화대로21다길 3","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81219","37.564335","2022-03-06 10:57:52.0"
"GS180120","강서구","방화1동","방화1동 611-174","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.812675","37.564247","2022-03-06 10:57:52.0"
"GS180121","강서구","방화1동","방화대로21길 70","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.813644","37.564365","2022-03-06 10:57:52.0"
"GS180122","강서구","긴등어린이공원","방화동 247-201","","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.816216","37.568035","2022-03-06 10:57:52.0"
"GS180123","강서구","문성어린이공원","방화동 608-112","","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81543","37.564835","2022-03-06 10:57:52.0"
"GS180124","강서구","방신재래시장","방화동 769-24 방신재래시장","","","2. 전통시장","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.812","37.572323","2022-03-06 10:57:52.0"
"GS180125","강서구","방신재래시장","방화동 769-24 방신재래시장","","","2. 전통시장","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8124","37.571556","2022-03-06 10:57:52.0"
"GS180126","강서구","방신재래시장","방화동 769-24 방신재래시장","","","2. 전통시장","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81266","37.57115","2022-03-06 10:57:52.0"
"GS180127","강서구","방신재래시장","방화동 769-24 방신재래시장","형제수산기둥","","2. 전통시장","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81278","37.570667","2022-03-06 10:57:52.0"
"GS180128","강서구","방화1동","양천로24가길9","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.815186","37.572906","2022-03-06 10:57:52.0"
"GS180129","강서구","방화1동","방화대로34길 113","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.82253","37.57157","2022-03-06 10:57:52.0"
"GS190008","강서구","방화2동","방화2동 645-11  1층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.813545","37.578705","2022-03-06 10:57:52.0"
"GS190009","강서구","방화2동","방화2동 645-11  2층 채움작은도서관","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2016","실내","","126.813545","37.578705","2022-03-06 10:57:52.0"
"GS190010","강서구","방화2동","방화2동 645-11  정면 2층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실외","","126.80672","37.566742","2022-03-06 10:57:52.0"
"GS190014","강서구","방화2동","방화동로 65","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81261","37.566242","2022-03-06 10:57:52.0"
"GS190015","강서구","방화2동","방화동로 85","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81289","37.568333","2022-03-06 10:57:52.0"
"GS190016","강서구","민들레공원","방화동 648-13","","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80673","37.567223","2022-03-06 10:57:52.0"
"GS190017","강서구","봉선화공원","방화동 645-13","","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.806984","37.56652","2022-03-06 10:57:52.0"
"GS190018","강서구","방화2동","양천로16길 8","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81099","37.57295","2022-03-06 10:57:52.0"
"GS190021","강서구","방화2동","양천로14길118","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80786","37.56788","2022-03-06 10:57:52.0"
"GS190022","강서구","방화2동","초원로 12","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80668","37.567883","2022-03-06 10:57:52.0"
"GS190023","강서구","방화2동","개화동로 495","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.805626","37.56787","2022-03-06 10:57:52.0"
"GS190024","강서구","방화2동","금낭화로 17","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81169","37.567017","2022-03-06 10:57:52.0"
"GS190025","강서구","방화2동","금낭화로 12","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8119","37.566555","2022-03-06 10:57:52.0"
"GS190026","강서구","방화2동","방화동 887","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.808945","37.572193","2022-03-06 10:57:52.0"
"GS190027","강서구","방화2동","방화동 538-25","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80895","37.571682","2022-03-06 10:57:52.0"
"GS190028","강서구","방화2동","방화동 559-5","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8102","37.572407","2022-03-06 10:57:52.0"
"GS190029","강서구","방화2동","방화2동 564-94","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81009","37.57163","2022-03-06 10:57:52.0"
"GS190030","강서구","방화2동","방화동 553-22","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80953","37.5708","2022-03-06 10:57:52.0"
"GS190031","강서구","방화2동","방화동 542-2","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80767","37.56946","2022-03-06 10:57:52.0"
"GS190032","강서구","방화2동","방화동 592-44","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8105","37.56867","2022-03-06 10:57:52.0"
"GS190034","강서구","방화2동","방화동 648-30","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.806564","37.566845","2022-03-06 10:57:52.0"
"GS190035","강서구","방화2동","방화동 645-42","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.807175","37.56601","2022-03-06 10:57:52.0"
"GS190036","강서구","방화2동","방화동 588-5","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.808975","37.56702","2022-03-06 10:57:52.0"
"GS190037","강서구","방화2동","방화동 605-21","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81133","37.566696","2022-03-06 10:57:52.0"
"GS190038","강서구","방화2동","방화2동 606-71","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.810974","37.566345","2022-03-06 10:57:52.0"
"GS190039","강서구","방화2동","방화동 614-225","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81067","37.565456","2022-03-06 10:57:52.0"
"GS190040","강서구","방화2동","방화동 615-79","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80875","37.56536","2022-03-06 10:57:52.0"
"GS190041","강서구","방화2동","방화동 615-40","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8088","37.56436","2022-03-06 10:57:52.0"
"GS190042","강서구","방화2동","방화동 618-14","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80685","37.56418","2022-03-06 10:57:52.0"
"GS190043","강서구","방화2동","방화동 612-231","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.810135","37.56413","2022-03-06 10:57:52.0"
"GS190044","강서구","방화2동","방화2동 614-137","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80854","37.564625","2022-03-06 10:57:52.0"
"GS190045","강서구","방화2동","방화동 617-22","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.807556","37.564686","2022-03-06 10:57:52.0"
"GS190047","강서구","방화2동","개화동 388-1","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.79565","37.580677","2022-03-06 10:57:52.0"
"GS190048","강서구","방화2동","개화동 388-1","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.79565","37.580677","2022-03-06 10:57:52.0"
"GS190049","강서구","방화2동","개화동 388-1","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.79565","37.580677","2022-03-06 10:57:52.0"
"GS190050","강서구","방화2동","개화동 388-1","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.79565","37.580677","2022-03-06 10:57:52.0"
"GS200008","강서구","방화근린공원","방화3동 855  공원축구장 옆 기와집 안","","","3. 공원(하천)","자치구","공공WiFi","자가망U무선망","2015","실외","","126.813286","37.581993","2022-03-06 10:57:52.0"
"GS200009","강서구","방화근린공원","방화3동 855  농구장 옆 가로등","","","3. 공원(하천)","자치구","공공WiFi","자가망U무선망","2019","실외","","126.81289","37.581516","2022-03-06 10:57:52.0"
"GS200010","강서구","방화근린공원","방화3동 855  광장 무대 옆","","","3. 공원(하천)","자치구","공공WiFi","자가망U무선망","2019","실외","","126.81395","37.581665","2022-03-06 10:57:52.0"
"GS200022","강서구","방화3동","방화3동 828  1층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.873314","37.54729","2022-03-06 10:57:52.0"
"GS200023","강서구","방화3동","방화3동 828  2층 방그리나작은도서관","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2008","실내","","126.873314","37.54729","2022-03-06 10:57:52.0"
"GS200024","강서구","방화3동","방화3동 828  정면 2층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실외","","126.81343","37.57867","2022-03-06 10:57:52.0"
"GS200033","강서구","길꽃어린이도서관","방화3동 828  정면 2층","","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2019","실외","","126.8137","37.578674","2022-03-06 10:57:52.0"
"GS200034","강서구","길꽃어린이도서관","방화3동 828  도서관","","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2019","실외","","126.813965","37.578625","2022-03-06 10:57:52.0"
"GS200035","강서구","부석공원","개화동 411","","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.79872","37.582863","2022-03-06 10:57:52.0"
"GS200036","강서구","내촌공원","개화동 551-26","","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8015","37.57776","2022-03-06 10:57:52.0"
"GS200037","강서구","방화3동","양천로 13 한국공항 정문","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80511","37.573475","2022-03-06 10:57:52.0"
"GS200038","강서구","방화3동","양천로3길 26","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.806854","37.573814","2022-03-06 10:57:52.0"
"GS200039","강서구","방화3동","양천로7길11-4","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.807785","37.57364","2022-03-06 10:57:52.0"
"GS200040","강서구","방화3동","양천로 11길 14","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80991","37.574066","2022-03-06 10:57:52.0"
"GS200041","강서구","방화3동","금낭화로 16길 14","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81225","37.57391","2022-03-06 10:57:52.0"
"GS200042","강서구","방화3동","방화대로45길 47","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81386","37.574234","2022-03-06 10:57:52.0"
"GS200043","강서구","방화3동","방화대로47길 43","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81381","37.5751","2022-03-06 10:57:52.0"
